# Region type : patch pressure_outlet
# Faces       : 1888
# Area        : 4.314365e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(U)
50            	(-3.807666e-02 1.279294e-02 1.000294e+00)
51            	(-3.798118e-02 1.240729e-02 1.000202e+00)
52            	(-3.787621e-02 1.203451e-02 1.000117e+00)
53            	(-3.779325e-02 1.167927e-02 1.000048e+00)
54            	(-3.769377e-02 1.135515e-02 1.000001e+00)
55            	(-3.762183e-02 1.103480e-02 9.999797e-01)
56            	(-3.756755e-02 1.072874e-02 9.999813e-01)
57            	(-3.750358e-02 1.044410e-02 1.000003e+00)
58            	(-3.744645e-02 1.017816e-02 1.000037e+00)
59            	(-3.739250e-02 9.932089e-03 1.000080e+00)
60            	(-3.734048e-02 9.706040e-03 1.000126e+00)
61            	(-3.730690e-02 9.549911e-03 1.000170e+00)
62            	(-3.724042e-02 9.387276e-03 1.000213e+00)
63            	(-3.719842e-02 9.226952e-03 1.000253e+00)
64            	(-3.714887e-02 9.079420e-03 1.000284e+00)
65            	(-3.713486e-02 8.952629e-03 1.000306e+00)
66            	(-3.708345e-02 8.852369e-03 1.000325e+00)
67            	(-3.703045e-02 8.772913e-03 1.000330e+00)
68            	(-3.697163e-02 8.716615e-03 1.000324e+00)
69            	(-3.690842e-02 8.684084e-03 1.000307e+00)
70            	(-3.683989e-02 8.675874e-03 1.000281e+00)
71            	(-3.676564e-02 8.691660e-03 1.000249e+00)
72            	(-3.668274e-02 8.732597e-03 1.000214e+00)
73            	(-3.659128e-02 8.800391e-03 1.000174e+00)
74            	(-3.649179e-02 8.893426e-03 1.000135e+00)
75            	(-3.638092e-02 9.010712e-03 1.000098e+00)
76            	(-3.625936e-02 9.152991e-03 1.000067e+00)
77            	(-3.612281e-02 9.317911e-03 1.000040e+00)
78            	(-3.597305e-02 9.510680e-03 1.000022e+00)
79            	(-3.581203e-02 9.754506e-03 1.000011e+00)
80            	(-3.563330e-02 9.993878e-03 1.000012e+00)
81            	(-3.544069e-02 1.026162e-02 1.000017e+00)
82            	(-3.523708e-02 1.055452e-02 1.000020e+00)
83            	(-3.501985e-02 1.088302e-02 1.000026e+00)
84            	(-3.470719e-02 1.130738e-02 1.000034e+00)
85            	(-3.449605e-02 1.171707e-02 1.000044e+00)
86            	(-3.425004e-02 1.212192e-02 1.000057e+00)
87            	(-3.395045e-02 1.258495e-02 1.000072e+00)
88            	(-3.368577e-02 1.304562e-02 1.000090e+00)
89            	(-3.340926e-02 1.353342e-02 1.000104e+00)
90            	(-3.311091e-02 1.410151e-02 1.000115e+00)
91            	(-3.280947e-02 1.464384e-02 1.000123e+00)
92            	(-3.253573e-02 1.521140e-02 1.000126e+00)
93            	(-3.223006e-02 1.579975e-02 1.000128e+00)
94            	(-3.189631e-02 1.640205e-02 1.000123e+00)
95            	(-3.156819e-02 1.716420e-02 1.000113e+00)
96            	(-3.130560e-02 1.784949e-02 1.000102e+00)
97            	(-3.096257e-02 1.860043e-02 1.000089e+00)
98            	(-3.059919e-02 1.927853e-02 1.000079e+00)
99            	(-3.024183e-02 1.998592e-02 1.000068e+00)
100           	(-2.986005e-02 2.069197e-02 1.000058e+00)
